movieId,title,genres,year,sinopsis,rating
2500,Jawbreaker,Comedy,1999.0,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.",63
2501,October Sky,Drama,1999.0,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",76
2502,Office Space,Comedy|Crime,1999.0,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",74
2503,"Apple, The (Sib)",Drama,1998.0,"After twelve years of imprisonment by their own parents, two sisters are finally released by social workers to face the outside world for the first time.",65
2504,200 Cigarettes,Comedy|Drama,1999.0,"It's New York City in 1981, and various twentysomethings are converging on a New Year's Eve party.",60
2505,8MM,Drama|Mystery|Thriller,1999.0,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",64
2506,"Other Sister, The",Comedy|Drama|Romance,1999.0,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",63
2511,"Long Goodbye, The",Crime|Film-Noir,1973.0,Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.,75
2512,"Ballad of Narayama, The (Narayama bushiko)",Drama,1983.0,In a small village in a valley everyone who reaches the age of 70 must leave the village and go to a certain mountain top to die. If anyone should refuse he/she would disgrace their family. Old Orin is 69. This winter it is her turn to go to the mountain. But first she must make sure that her eldest son Tatsuhei finds a wife.,74
2513,Pet Sematary,Horror,1989.0,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",66
2515,Children of the Corn II: The Final Sacrifice,Horror,1993.0,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans.",47
2516,Children of the Corn III,Horror,1994.0,"Two young Gatlin residents are orphaned after the younger brother kills their father. The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city. The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bringing ""He Who Walks Behind the Rows"" to the city.",47
2517,Christine,Horror,1983.0,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",68
2520,Airport,Drama,1970.0,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",64
2521,Airport 1975,Action|Drama|Thriller,1974.0,"When an in-flight collision incapacitates the pilots of an airplane bound for Los Angeles, stewardess Nancy Pryor is forced to take over the controls. From the ground, her boyfriend Alan Murdock, a retired test pilot, tries to talk her through piloting and landing the 747 aircraft. Worse yet, the anxious passengers — among which are a noisy nun and a cranky man — are aggravating the already tense atmosphere.",57
2522,Airport '77,Drama,1977.0,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",56
2523,Rollercoaster,Drama|Thriller,1977.0,"A young terrorist kills and injures patrons of a Norfolk amusement park by placing homemade explosives on the track of one of its roller coasters. After staging a similar incident in Pittsburgh, he sends a tape to a meeting of major amusement park executives in Chicago, demanding $1 million to make him stop.",59
2524,"Towering Inferno, The",Action|Adventure|Drama|Thriller,1974.0,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",70
2525,Alligator,Action|Horror|Sci-Fi,1980.0,"A baby alligator is flushed down a toilet and survives by eating discarded lab animals that have been injected with growth hormones. The now gigantic animal escapes the city sewers and goes on a rampage, pursued by a cop and a big-game hunter.",59
2526,Meteor,Sci-Fi,1979.0,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?",52
2527,Westworld,Action|Sci-Fi|Thriller|Western,1973.0,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",67
2528,Logan's Run,Action|Adventure|Sci-Fi,1976.0,"In the 23rd century, inhabitants of a domed city freely experience all of life's pleasures — but no one is allowed to live past 30. Citizens can try for a chance at being ""renewed"" in a civic ceremony on their 30th birthday. Escape is the only other option.",66
2529,Planet of the Apes,Action|Drama|Sci-Fi,1968.0,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",76
2529,Planet of the Apes,Action|Drama|Sci-Fi,1968.0,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",76
2530,Beneath the Planet of the Apes,Action|Sci-Fi,1970.0,"The sole survivor of an interplanetary rescue mission discovers a planet ruled by apes, and an underground city run by telepathic humans.",62
2531,Battle for the Planet of the Apes,Action|Sci-Fi,1973.0,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",57
2532,Conquest of the Planet of the Apes,Action|Sci-Fi,1972.0,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",62
2533,Escape from the Planet of the Apes,Action|Sci-Fi,1971.0,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",63
2534,Avalanche,Action,1978.0,"After an avalanche of snow crashes into their ski resort, a holiday at a winter wonderland turns into a game of survival for a group of vacationers.",36
2535,Earthquake,Action|Drama|Thriller,1974.0,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",61
2537,Beyond the Poseidon Adventure,Adventure,1979.0,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",51
2538,Dancemaker,Documentary,1998.0,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",53
2539,Analyze This,Comedy,1999.0,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",65
2540,"Corruptor, The",Action|Crime|Drama|Thriller,1999.0,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",61
2541,Cruel Intentions,Drama,1999.0,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",68
2542,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,1998.0,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,81
2544,"School of Flesh, The (École de la chair, L')",Drama|Romance,1998.0,"In Paris, Dominique, a middle-aged fashion professional, solicits the services of the handsome Quentin, a bisexual bartender and prostitute who is 15 years her junior. After they first sleep together, their business transaction becomes transformed into a passionate love affair. However, the couple's romance becomes an ugly power struggle when social class and age distinctions begin to bubble toward the surface.",54
2546,"Deep End of the Ocean, The",Drama,1999.0,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",64
2548,"Rage: Carrie 2, The",Horror,1999.0,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",57
2549,Wing Commander,Action|Sci-Fi,1999.0,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",48
2550,"Haunting, The",Horror|Thriller,1963.0,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",72
2550,"Haunting, The",Horror|Thriller,1963.0,"Dr. Markway, doing research to prove the existence of ghosts, investigates Hill House, a large, eerie mansion with a lurid history of violent death and insanity.",72
2551,Dead Ringers,Drama|Horror|Thriller,1988.0,"Elliot, a successful gynecologist, works at the same practice as his identical twin, Beverly. Elliot is attracted to many of his patients and has affairs with them. When he inevitably loses interest, he will give the woman over to Beverly, the meeker of the two, without the woman knowing the difference. Beverly falls hard for one of the patients, Claire, but when she inadvertently deceives him, he slips into a state of madness.",72
2552,My Boyfriend's Back,Comedy,1993.0,"Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart.",56
2554,Children of the Damned,Horror|Sci-Fi|Thriller,1963.0,"Six children are found spread through out the world that not only have enormous intelligence, but identical intelligence and have a strange bond to each other.",62
2555,Baby Geniuses,Comedy,1999.0,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",41
2558,Forces of Nature,Comedy|Romance,1999.0,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",54
2559,"King and I, The",Animation|Children,1999.0,Animated version of the Rodgers and Hammerstein musical about when the King of Siam meets a head strong English school mistress.,55
2559,"King and I, The",Animation|Children,1999.0,Animated version of the Rodgers and Hammerstein musical about when the King of Siam meets a head strong English school mistress.,55
2560,Ravenous,Horror|Thriller,1999.0,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",68
2563,Dangerous Beauty,Drama,1998.0,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",71
2567,EDtv,Comedy,1999.0,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,60
2570,"Walk on the Moon, A",Drama|Romance,1999.0,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,61
2571,"Matrix, The",Action|Sci-Fi|Thriller,1999.0,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",82
2572,10 Things I Hate About You,Comedy|Romance,1999.0,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",76
2573,Tango,Drama|Musical,1998.0,A dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 Oscar Nominee Best Foreign Language Film.,64
2574,"Out-of-Towners, The",Comedy,1999.0,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",57
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama,1998.0,"In Lille, two penniless young women with few prospects become friends. Isa moves in with Marie, who's flat-sitting for a mother and child in hospital in comas following a car crash. Isa is out-going, unskilled, with hopes of moving south to warmer climes. Marie usually is either angry or detached. Then, while Isa begins to visit the child in whose flat they live, going to hospital to read to her, Marie slowly falls for a rich youth. At first Marie keeps him at bay, then she not only pursues him, she begins to dream he is her life's love. When Isa tries to warn Marie, their friendship flounders. How will Marie handle the inevitable? And once they lose the flat, where will they go?",71
2577,Metroland,Comedy|Drama,1997.0,"After ten years absence Toni, Chris's best friend, suddenly reappears in London to bring chaos and doubt into Chris's calm, tranquil, slightly boring, predictable life. Chris starts to remember his carefree youth as a photographer in Paris when he lived with and enjoyed a torrid affair with Annick. It was also in Paris that he first met and fell in love with Marion. The temptations and pressure exerted on Chris by Toni to return to their former carefree life of sex, drugs and rock'n'roll soon starts to have an impact on Chris's marriage. He starts to question his values, his lifestyle choices and his relationship with Marion and even suspects her of starting an affair with Toni whom she dislikes! Eventually circumstances come to a head and Chris is forced to decide whether to follow Toni back to the hedonistic, irresponsible life of his youth or face the harsh realities of the present and stay with Marion.",58
2579,Following,Crime|Mystery|Thriller,1998.0,"Bill, an idle, unemployed aspiring writer, walks the crowded streets of London following randomly chosen strangers, a seemingly innocent entertainment that becomes dangerous when he crosses paths with a mysterious character.",72
2580,Go,Comedy|Crime,1999.0,"Grocery store clerk Simon occasionally sells drugs from his cash register at work, so when soap opera actors Adam and Zack come looking for Ecstasy on a quiet Christmas Eve, they are surprised to find Ronna covering his shift. Desperate for money, Ronna decides to become an impromptu drug dealer, unaware that Adam and Zack are secretly working for obsessed narcotics officer Burke.",69
2581,Never Been Kissed,Comedy|Romance,1999.0,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",62
2582,Twin Dragons (Shuang long hui),Action|Comedy,1992.0,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",66
2583,Cookie's Fortune,Comedy|Drama,1999.0,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,65
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,1998.0,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place (Círculo polar) where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",73
2586,Goodbye Lover,Comedy|Crime|Thriller,1999.0,Police investigate when a man having an affair with his brother's wife disappears suddenly.,55
2587,Life,Comedy|Crime|Drama,1999.0,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,67
2589,Friends & Lovers,Comedy|Drama|Romance,1999.0,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.",54
2590,Hideous Kinky,Drama,1998.0,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",61
2593,"Monster, The (Mostro, Il)",Comedy,1994.0,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris and ...",70
2594,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,1997.0,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",75
2596,SLC Punk!,Comedy|Drama,1998.0,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",71
2597,Lost & Found,Comedy|Romance,1999.0,"In order to impress his beautiful French neighbor, Dylan Ramsey dognaps her pet pooch so he can return him and become a hero.",52
2598,Pushing Tin,Comedy,1999.0,Two air traffic controllers who thrive on living dangerously compete to outdo each other on several levels.,58
2599,Election,Comedy,1999.0,"Jim McAllister, a well-liked high school government teacher, can't help but notice that successful student Tracy Flick uses less than ethical tactics to get what she wants. When Tracy runs for school president, Jim feels that she will be a poor influence on the student body and convinces Paul, a dim-witted but popular student athlete, to run against Tracy. When she becomes aware of Jim's secret involvement in the race, a bitter feud is sparked.",68
2600,eXistenZ,Action|Sci-Fi|Thriller,1999.0,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,68
2605,Entrapment,Crime|Thriller,1999.0,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",62
2606,Idle Hands,Comedy|Horror,1999.0,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",61
2609,"King of Masks, The (Bian Lian)",Drama,1996.0,Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art.,72
2611,"Winslow Boy, The",Drama,1999.0,"Early 20th century England: while toasting his daughter Catherine's engagement, Arthur Winslow learns the royal naval academy expelled his 14-year-old son, Ronnie, for stealing five shillings. Father asks son if it is true; when the lad denies it, Arthur risks fortune, health, domestic peace, and Catherine's prospects to pursue justice.",68
2612,Mildred Pierce,Drama|Film-Noir,1945.0,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,77
2612,Mildred Pierce,Drama|Film-Noir,1945.0,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,77
2613,Night of the Comet,Comedy|Horror|Sci-Fi,1984.0,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.",63
2614,Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,1986.0,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",59
2615,My Science Project,Adventure|Sci-Fi,1985.0,"Michael and Ellie break into a military junkyard to find a science project for Michael's class, and discover a strange glowing orb which absorbs electricity. When the orb begins to blend past, present, and future, its up to Michael and Ellie to stop the orb and save mankind.",62
2616,Dick Tracy,Action|Crime,1990.0,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,61
2617,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999.0,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,69
2617,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999.0,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,69
2617,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999.0,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,69
2618,"Castle, The",Comedy,1997.0,"A Melbourne family is very happy living near the Melbourne airport. However, they are forced to leave their beloved home (by the Government and airport authorities) to make way for more runways. 'The Castle' is the story of how they fight to remain in their home.",71
2620,This Is My Father,Drama|Romance,1998.0,"When schoolteacher Kieran Johnson discovers that his father was not a French sailor (as he had been led to believe) but rather an Irish farmer, he looks to his mother for answers. When she refuses to provide any, Kieran travels to Ireland.",59
2623,Trippin',Comedy,1999.0,"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.",58
2624,After Life (Wandafuru raifu),Drama|Fantasy,1998.0,"On a cold Monday morning, a group of counselors clock in at an old-fashioned social services office. Their task is to interview the recently deceased, record their personal details, then, over the course of the week, assist them in choosing a single memory to keep for eternity.",71
2625,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,1996.0,"Tsui Chik tries to lead a quiet life as a librarian. However, he is really a former test subject for a highly secretive supersoldier project and the instructor of a special commando unit dubbed ""701."" The 701 squad is used for many government missions, but after one of the agents kills a team of policemen in an uncontrollable rage, the government decides to abort the project and eliminate all the subjects. Tsui Chik helped the surviving 701 agents flee the extermination attempt. Having escaped, Tsui Chik went separate ways from his team. Later, he discovers that the rest of the team were responsible for a violent crime spree that was beyond the capability of the local police. He sets out to stop them, donning a disguise and using the superhero alias of ""Black Mask"". Having lost the ability to feel pain due to the surgery performed on the super-soldiers by the military, Black Mask is almost invulnerable.",62
2628,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,1999.0,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",65
2629,"Love Letter, The",Comedy|Romance,1999.0,A romantic comedy about a mysterious love letter that turns a sleepy New England town upside down.,53
2630,Besieged (a.k.a. L' Assedio),Drama,1998.0,"When an African dictator jails her husband, Shandurai goes into exile in Italy, studying medicine and keeping house for Mr. Kinsky, an eccentric English pianist and composer. She lives in one room of his Roman palazzo. He besieges her with flowers, gifts, and music, declaring passionately that he loves her, would go to Africa with her, would do anything for her. ""What do you know of Africa?,"" she asks, then, in anguish, shouts, ""Get my husband out of jail!"" The rest of the film plays out the implications of this scene and leaves Shandurai with a choice.",68
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",Adventure|Drama|Mystery,1965.0,"In the Napoleonic wars, an officer finds an old book that relates his grandfather's story, Alfons van Worden, captain in the Walloon guard. A man of honor and courage, he seeks the shortest route through the Sierra Morena. At an inn, the Venta Quemada, he sups with two Islamic princesses. They call him their cousin and seduce him; he wakes beside corpses under a gallows. He meets a hermit priest and a goatherd; each tells his story; he wakes again by the gallows. He's rescued from the Inquisition, meets a cabalist and hears more stories within stories, usually of love. He returns to Venta Quemada, the women await with astonishing news.",79
2639,Mommie Dearest,Drama,1981.0,"Renowned actress Joan Crawford, at the height of her career, adopts two orphans — Christina and Christopher — to fill the lonely gap in her personal life. However, as her professional and romantic relationships sour, Joan's already callous and abusive behavior towards Christina intensifies. Christina leaves home to pursue an acting path of her own, only to find her mother's presence still overshadowing her.",64
2640,Superman,Action|Adventure|Sci-Fi,1978.0,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",71
2641,Superman II,Action|Sci-Fi,1980.0,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",67
2644,Dracula,Horror,1931.0,"British estate agent Renfield travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a castle in London and is, unbeknownst to Renfield, a vampire. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together, and as Dracula begins preying on London socialites, the two become the subject of study for a supernaturalist professor, Abraham Van Helsing.",72
2648,Frankenstein,Drama|Horror|Sci-Fi,1931.0,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.",75
2648,Frankenstein,Drama|Horror|Sci-Fi,1931.0,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.",75
2651,Frankenstein Meets the Wolf Man,Horror,1943.0,"Grave robbers open the grave of the wolf man and awaken him. He doesn't like the idea of being immortal and killing people when the moon is full so tries to find Dr. Frankenstein, in the hopes that the doctor can cure him. Dr. Frankenstein has died; however, his monster is found.",62
2652,"Curse of Frankenstein, The",Horror,1957.0,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,68
2654,"Wolf Man, The",Drama|Fantasy|Horror,1941.0,"After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.",71
